wineId	country	description
92016	Greece	An almost forgotten variety from Greece, Kidonitsa is represented well in this stylish white. A nose of lemon, creamy oak and spicy anise leads, and on the tongue, a mouthcoating, round fruit profile is balanced with citric freshness. Deeper in flavor than many of the popular Greek whites, the wine would hold up well against richer dishes.
92026	Greece	Black cherry and cinnamon on the nose lead into spicy red berry and coca flavors. This is a clean, easy-drinking red that will pair well with lighter dishes like poultry and ham.
92043	Greece	Black cherry, pepper and smoked meat on the nose are followed by flavors of smoked cherry, vanilla and pepper on the palate. Focused, with a spin of minerality on the finish, this is a versatile food wine.
92383	Greece	A sophisticated, delicate nose of fresh flowers, peach, lemon and spice leads this attractive wine from Greece. On the palate, crisp flavors of lemon, minerals and spice dominate. Refreshing and clean, it will pair well with Asian food, seafood, salads.
92938	Greece	Lemon zest, lime and melon aromas lead this elegant white blend. Zesty citrus and lush melon on the palate offers a refined character that is nonetheless fine for everyday enjoyment. The finish is expressive and slightly floral.
93040	Croatia	While just a touch ripe on the nose, this rosé is wonderfully dry with a bright red plum and cherry compote palate accented by deep, stony minerality. Full bodied, yet pleasantly astringent on the finish, it's the perfect accompaniment to seafood.
93044	Greece	Slightly eccentric but overall appealing, this bohemian wine offers blackberry, forest fruit and pepper character and a clean, fresh finish. It's an elegant, food-friendly red with a distinctive, expressive flair.
93340	Greece	This wine begins with rustic charm, and it features notes of olive, cigar box and cedar, followed by equally earthy flavors of spicebox, tomato, vanilla and pepper. The sturdy tannins and texture are softened by a wave of red fruit. Pair this with grilled lamb or burgers.
93968	Greece	Cinnamon, pepper and spice lead this fun red from Greece. Flavors of cedar, pepper, tobacco and coffee give it a plucky edge. Savory notes round it out. Pair with grilled lamb, steak.
94313	Hungary	White flower and pink bubblegum notes lend a slightly confected tone to this semisweet Hungarian sparkling wine, but it's an undeniably drinkable, peach-flavored sip, with sharp effervescence and a tasty sugar-cookie finish.
95471	Hungary	Garnet in the glass, this Hungarian Syrah has aromas of black plum, black raspberry, and black cherry and flavors of black plum, cherry and a whiff of menthol. The finish is bright and fruit filled.
95484	Hungary	This gold-colored Furmint has aromas of lemon grass, pink grapefruit juice and quince. In the mouth there are flavors of peach, violet, vanilla and toasted almond.
95518	Slovenia	Bramble, smoke and charred wood notes add rusticity to the subtle red-cherry and plum flavors. The full-bodied palate is earthy, with tones of dried mushroom and leaf that are marked by big, chunky tannins. It finishes surprisingly sweetly, with a bright red-raspberry note.
95834	Greece	Aromas of cherry, spiced meat and plum start off this masculine red. Flavors of smoke, spice and red fruit are balanced and easy to embrace, and the wine offers ageable structure to boot. This is an impressive selection that will pair well with hearty dishes, but it will also be enjoyable on its own.
95849	Greece	Aromatic and expressive, this wine starts with aromas of wildflower and peach, and it leads into balanced flavors of white fruit, orange peel and fresh berry. A pretty selection, with enough body to span the seasons.
96473	Greece	This 60% Agiorgitko/40% Syrah blend has a spicy masculine character from start to finish. On the nose, leather, spice and cherry; on the palate, leather, balsamic, rich red fruit and cherry unfold. It's not terribly complex but it's food friendly and assertive.
96629	Greece	Elegant white rose and peach aromas lead this delicate white from Greece. Fresh peach, grapefruit and delicate spice on the palate give the wine pretty poise. Overall, a great example of how refined the Greek wines can be.
96943	Slovenia	This sparkling Riesling smells of canned yellow peaches and apricots. It is effervescent on entry with flavors of white peach nectar and white flowers. There is a slight sweetness in the finish.
97102	Hungary	This Syrah boasts of cherry-vanilla, blackberry and black plum aromas and sour cherry and blackberry flavors. The tannins are nicely round, and the finish is pleasantly acidic.
97138	Slovenia	This wine has aromas of freshly mowed grass, peaches and white flowers. It is slightly sweet with flavors of canned peach, white peach juice and apricot nectar.
97845	Greece	Savory spice and roasted meat aromas lead into flavors of tomato, olives and roasted meat. The wine has a brisk acidity and a smoky finish, making it perfect for grilled burgers, steaks and sausages.
98008	Greece	This distinctive white starts with an aromatic, almost Riesling-like nose of flowers, with a touch of citrus focus. On the palate, vanilla spice and pronounced fruit mingles with the bracing edge of lemon peel and mineral. An elegant white with unique regional flair.
98126	Greece	Spicy and fresh aromas lead this elegant but accessible white from Florina. Tropical fruit flavors are round and layered but the wine has a good spice and mineral mix. A great wine for the table?lots of food-pairing options here.
98144	Greece	Strawberry and cherry aromas lead in to this layered but brisk rosé from Drama. On the palate, spices, tropical fruit and a finish of salinity give the wine elegant character. A delicious and versatile pour with exotic notes.
98297	Greece	This innovative Cretan producer hits the mark with this pretty, fragrant white blend including the island's hallmark white, Vidiano. The nose is full of flowers, white peach fruit and rip citrus, while on the palate, an interplay of exotic fruit and minerality keep the wine focused but friendly. A great wine for spicy Indian cuisine or sushi.
98320	Greece	Sweet cedar, cinnamon and plum aromas are followed by plush and pretty flavors of black cherry, raspberry and plum. The wine offers a good acid balance and a spicy, bright finish. This should pair well with tomato-based dishes and lamb.
98323	Greece	Butterscotch, honey and spice aromas lead this white from Porto Carras. The wine has a slightly heavy feel with vanilla and spice overtones leasing. Overall though, a pretty wine with a serious character.
98333	Hungary	Concentrated apple and pear flavors are flecked with notes of honey and tangerine skin on this dry blend of traditional Tokaji and international grapes. There's a trace vein of green, vegetal notes, but it's refreshing and easy drinking.
98353	Hungary	White flower and pink bubblegum notes lend a slightly confected tone to this semisweet Hungarian sparkling wine, but it's an undeniably drinkable, peach-flavored sip, with sharp effervescence and a tasty sugar-cookie finish.
98497	Greece	Peach, honey and spice aromas start this blend from Elios. The wine has a rich overall quality with flavors of citrus and melon. Good acidity gives it lift.
98501	Greece	Grapefruit, strawberry and roses lead on the nose of this friendly pour. Cherry and flowers on the palate are playful and easy drinking. A great patio pour with a fun character.
98530	Greece	Apricot, citrus and honey notes lead this impressive Viognier from Greece. On the palate, it shows good balance of white fruit, flower and pineapple notes. An elegant and unique selection.
98536	Hungary	Intensely aromatic, this has scents of honey, caramel and dried savory herbs. It is a penetrating Tokaj that has a herbaceous tone. The palate is rich and creamy, and it offers characteristic flavors of tropical fruit, beeswax and flower, swathed by hints of lavender and sage.
98543	Greece	This wine starts with a refined nose of lemon, peach and flower notes. The palate is lively and balanced, and it offers ripe citrus flavors, buoyed by spice and flint notes. An expressive medium-bodied white with style.
98766	Greece	Spicy rhubarb, strawberry and red fruit aromas are followed by big, red fruit flavors in this demi-sec rosé. Some sweetness on the palate is balanced by a good acidity. Feminine but complex.
98881	Slovenia	This Riesling from Slovenia is a bit perfumed on the nose with an abundance of white blossoms, baby powder and pink grapefruit aromas, but there's a pleasant, citrusy sweetness and acidity throughout. Medium bodied, it finishes quite dry with a gentle white tea astringency.
